board,winner
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOXXXXXXXXXXXOOX          OOX          OOX          OOX          OOX          OOX          OOX          OOX          OOX           OX           X                        ,0
OOXXXXXXXXXXXOOXXXXXXXXXXXOOXOOOOOOOOXXOOXOOOOOXXXXXOOXOOOOXXXXXXOOXOOOOOOOXXXOXOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XOOOOOOOOOOOOXXXXXXXXXXXOOXXXXXXOOOOOOOXXXXOOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXOOXOOOOXXXOOOOOXOOOOXXOOOOOOXOOOOXXXXXOOOXOOOOXXXOOOOOXOOOOXXXOOOOOXOOOOXXXXOOOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXXXXXOXXXXXX OOOOO              ,0
OOXXXXXXXXXXXOXOOOOOOOXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOO  XXXOXXXXXX   XXXOX        XXXOX        XXXOX        XXXOX        XXOX         XXX                                    ,1
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXOXOOOOOOOXXXXXXXXXXXXOXXXXXXOOOOOOOXXXXOOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOXXXXOXXXXXOOXXXXXOXXXXXOOOXXXXOXXXXXOOOXX XOXXXXXO     XX                  ,0
XXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXOXOOOOOXXXOOOOXOOOOOXOOOOOOOOOOOOXXXXXXXXXOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOXOOOO  XXXXXOXXXX   XXXXXOX      XXXXOX       XXXXX        ,1
OOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOXOXXXXXXOOXXXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OXOOOOOOOOO  OXXXXXXXXX   OX           OX           OX           OX           OX           OX           X                                                                ,1
XXXXXXXXXXXOOXXXXXOOOOOXOOXXOOOOOOOOXOOXXXXXOOOOOXOOXXXXOOOOOOXOOXXXXXOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXXXXXXXOOXXXXXXXXXOXOOXXXXOOOOOOXOOXXOOOOOOOOXOOXXXXXXOOOOXOOXXXXOOOOOOXOOXXXXOOOOOOXOOXXXXXOOOOOXOOXXXXOOOOOOXOOXXXXXOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOXOXXXXXXOOXXXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOXXXXXXXXOOOOOXXXXXXXXOOOOXXXXXXXXXOOOOOOOOOOOXXOOOOOOXXXXXXXOOOOXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
  OOOOOOOOOOX   XXXXXXXXX                                                                                                                                                ,1
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXOOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
   OOOOOOOOOO   XXXXXXXXXO           XO           XO           XO           XO           XO           XX                                                                 ,1
OOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXOOOOOOOXOOOOXOOOOXXXXOOOOXOOOXXXXXOOOXOOOOOOXXXOOOOOOOOXXXXXOOOOOOXXXXXX OOO                       ,0
XXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOO  XXXOXXXXXX   XXXX                                                                                                                 ,1
XOXXXXXXXXXXXOOOOOOOOOOOOXOOOOOOXXXXXXXOOOOXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXX OOOO                      ,0
XXXXXXXXXXXOOXXOOOOOOOOXOOXOOOOOOOOOOOOXXXXXXXXXOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOXXXXXOOXXXXOXXXXOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOOOOOXXXOOOOOOXXXOXXXOOOXXXXXXOXXXOOXXXXXXXOXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXOOOXOOOOXXOOOOOOXOOOOXXXOOOOOXOOOOXXXXOOOOXOOOOXXXOOOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOXXXXXXXXXXOOOXXXXXXXXXXOOOXOOOOOOOXXOOXOOOOOXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XOXXXXXXXXXXXXOOOOOOOOOOOOXOXOOOOOOOOOOXOXXXXXXXXXXOXOXXXXXOOOOOOXOXXXOOOOOOOOXOXXXXXXXOOOOOXXXXXXOOOOOOXXXXXOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
   OOOOOOOOOO   XXXXXXXXXO           XO           XO           XX                                                                                                        ,1
XXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXXXXOXOOOXXXXOOOOOXOOOXXOOOOOOOXOOOXXXXXOOOOXOOOXXXXOOOOOXOOOXXXOOOOOOXOOOXXXXXOOOOXOOOXXXXOOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOXXXXXXOXXXXXOXXXXOOOXXXXOXXXOOOOOXXXXXXXXXOO  XX           ,0
XXXXXXXXXXOOOXXXOOOOOOXOOOXOOOOOOOOOOOOXXXXXXXXXOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXOOOOOOOOOXXXOOOOOOOOOOXXXXXXXXXXXXOXXXXXXOOOOOOOXXXXOOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXOOOOOOOOOOOXXOXXXOOOOOOOXXOXXXXXXXXOOXOXXXXXXOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXXXXXOOOOXXOOOOOOOOOOOXXXXOOOOOOOOOXXXXXXXXXOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOOOOOOXXOOOXXXXXXXOXXOXXXXXXXXXOXXOOOOOOOXXXXXXOOOOOXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOXXXXXXXXXXXOOOOOOOOOXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOXXXXOXXXXOOXXXXXXOXXXXOOOXXXXXOXXXXOOOOXXXXOXXXXOOOXXXXXOXXXXOOOOXX XOXXXXO      XX                 ,0
OOOOOOOOXXXXXOOXXXXXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXOOOOXOOOXXOOOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOXXXXXXXXXXOOOXXXXXXXXXXOOOXOXXXXXXXXOOOXOOOOOOOOOOOOXOXOOOOOOOOOXOXXXXXXXOOOOOXXXXXOOOOOOXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOO  XXXXX        ,0
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXXXXXOXXXXXX OOOOO              ,0
OOOOOOXXXXXXXOOOXXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXOOOXXXXOOOOOXOOOOOXXOOOOXOOOOXXXXOOOOOOOOXXXXXOOOO                      ,0
XXXXXXXXXXXOOXXXXXXOOOOXOOXXXOOOOOOOXOOXXXOOOOOOOXOOXXXXXXOOOOXOOXXXXOOOOOOXOOXXXXOOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOXXXXXXXXXXOOOXXXXXXXXXXOOOXOOOOOOOXXOOXOOOOOXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
   XXXXXXXXXX  OOOOOOOOOOX           OX           OX           OX           OX           OO                                                                              ,1
XXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOXXXXXXXOXXXXOXXXXOOOOXXXXOXXXOOOOOXXXOXXXXXXOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXOOOOOO  XXXXXX       ,0
OOOOOOOOOOXXXOOOOXXXXXOXXXOOXXXXXXXOXXXOOOOOXXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXXXOOOOXXOOOOOOOOOOOXXXXOOOOOOOOOXXXXXXXXXOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXOOOOOOOOOXXXXXXXXXXXOOXXXXXXOOOOOOOXXXXOOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOXXXXXXXXXXOOOXXXXXXXXXXOOOXOXXXXXXXXOOOXOOOOOOOOOOOOXOXOOOOOOOOOXOXXXXXXXOOOOOXXXXXOOOOOOXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOO  XXXXX        ,0
OOOOOOOOOOOOXOOOXXXXXXXXOXOXXXXXXXXXXOXOOOOOOOOXXXOXOOOOOXXXXXXOXOOOXXXXXXXXOXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOXXXXXOOXXXXOXXXXOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXOOOOOXXOOOOXOOOOXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOOOOOXOOOO    XXXX              ,0
OXOOOOOOOOO  OXXXXXXXXX   OX           OX           OX           OX           OX           OX           OX           OX           OX           X                         ,1
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXOXOOOO  XXXXXXXXXX   ,0
XXXXXXXXXXXXOXXXXXOOOOOOXOXXOOOOOOOOOXOXXXXXXOOOOOXOXXXXXOOOOOOXOXXXXOOOOOOOXOXXXXXXOOOOOXOXXXXXOOOOOOXOXXXXOOOOOOOXOXXXXXXOOOOOXOXXXXXOOOOOOOOXXXXXOOOOOO  XXXXXX       ,0
XXXXXXXXXXXXOOOOOOOOOOOOOXOOOOOOXXXXXXXOOOOXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXX OOOO                      ,0
XXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXOOOXOOOOXXOOOOOOXOOOOXXXOOOOOXOOOOXXXXOOOOXOOOOXXXOOOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
                                  X            XO           XO           XO           XO           XO           XO           XO           XO           XO           O    ,0
OOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOXXXXOXXXOOXXXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXXXX OOOOO                     ,0
XXXXXXXXXXXOOXXXXXXXXXOXOOXXXXOOOOOOXOOXXOOOOOOOOXOOXXXXXXOOOOXOOXXXXOOOOOOXOOXXXXOOOOOOXOOXXXXXOOOOOXOOXXXXOOOOOOXOOXXXXXOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OXOOOOOOOOO  OXXXXXXXXX   OX           OX           OX           OX           OX           OX           OX           X                                                   ,1
XXXXXXXXXXXXOXXXXXOOOOOOXOXXXOOOOOOOOXOXXXXXOOOOOOXOXXXXXOOOOOOXOXXXXXOOOOOOXOXXXXXOOOOOOXOXXXXXOOOOOOXOXXXXXOOOOOOXOXXXXXOOOOOOXOXXXXXOOOOOOXOXXXXXOOOO OO XXXX         ,0
XXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXOOOOXOOOOOXOOOOOOXOOOOOXXXXOOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OXOOOOOOOOOOOXXXXXXXXXXXXOXXXXXXOOOOOOOXXXXOOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOO  XXXXX        ,0
OOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXOOOOOOOOOOOOXOXOOOOOOOOOOXOXXXXXXOOOOOXOXXXOOOOOOOXOXXXOOOOOOOOOXXXXOOO   XXX         ,0
OOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXOOOOOOOXOOOOXOOOOXXXXOOOOXOOOXXXXXOOOXOOOOOOXXXOOOOOOOOXXXXXOOOOOOXXXXXX OOO                       ,0
XXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOXXXOOOOOOXXXOXXXXXXXOOXXXOXXXXXOOOOXXXOXXXXOOOOOXXXOXXXXXOOOOXXXOXXXXXOOOOXXXOXXXXXOOOOXXOXXXXXOOO  XXXXXX       ,0
OOXXXXXXXXXXXOOX          OOX          OOX          OOX          OOX          OOX          OOX          OOX          OOX           OX           X                        ,0
OOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOXXOXXXXOOOXXXXXOXXXXOOXXXXXXOXXXXOOOOOXXXOXXXXOOOXXXXXOXXXXOOOXXXXXOXXXXOOOOXXXXXXXX OOOOO                     ,0
OOOOOXXXXXXXXOOOOXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXXXOOOOXXOOOOOOOOOOOXXXXOOOOOOOOOXXXXXXXXXOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOXOXXXOOOOXXXXXOXXXOOXXXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXOXXXOOOOXXX XOXXXOO      XOXXX        XX   ,0
XXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOXXXXXOOOOXXXOXXXXXOOOOXXXOXXXXXOOOOXXXOXXXXXOOOOXXOXXXXXOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOOOOOXOOOO    XXXX              ,0
XXXXXXXXOOOOOXXOOOOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOXOOOOOOOXOOOOOOOOOXXXXOOOOOXXXXXXXXOOOOXXXXXXXXXOOOOOOOOOXXXXOOOOOOXXXXXX OOO                       ,0
OOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXOOOXXXXXOOOOXOOOOOOXXOOOOXOOOOXXXXOOOOXOOOOXXXXOOOXOOOOOXXXXOOOOOOOOXXXXXOOOO                      ,0
OOXXXXXXXXXXXOOX          OOX          OOX          OOX          OOX          OOX          OOX          OOX          OOX           OX           X                        ,0
XXOOOOOOOOOOOXXXXXXXXXOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOXXXXXXXXOOOOXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOOOOXXOOOXXXXXXXOXXOXXXXXXXXXOXXOOOOOOOXXXXXXOOOOOXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
   XXXXXXXXXX  OOOOOOOOOOX           OX           OX           OX           OO                                                                                           ,1
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOXXXXXOOXXXXOXXXXOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXXXXXOOOOXXOOOOOOOOOOOXXXXOOOOOOOOOXXXXXXXXXOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
   XXXXXXXXXX  OOOOOOOOOOX           OX           OX           OO                                                                                                        ,1
XXXXXXXXXXXOOXXXOOOOOOOXOOXOOOOOOOOOXOOXXXXXXXOOOOOOXXXXXOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOXXXXOOOOXXXXOXXXXXOOOXXXXOXXXXOOOOXXXXOXXXXXOOOXXXXOXXXXOOOOXXXOXXXXXOO  XXXXXX       ,0
OOOOOOOXXXXXXOOOXXXXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOXXOOOOOXXXXOXXXXXXOOXXXXXXXXXOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOO  XXXX         ,0
   OOOOOOOOOO   XXXXXXXXXO           XO           XO           XO           XO           XO           XO           XO           XO           XO           XX             ,1
OOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOXXXOXXXXXOOXXXXXOXXXXXOOOXXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
